student_id,student_name,grade,section,teacher,assessment,student_group,purpose,evidence,language,raw_score,band,submission_status,score_band,student_score_id,season,writing_type,assessment_date,school_name,district_name,academic_year
300074,"King, Connor",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,1,3,1,5,Proficient,Submitted,Proficient (5-6),700220,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300074,"King, Connor",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700221,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300074,"King, Connor",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,2,1,6,Proficient,Submitted,Proficient (5-6),700222,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300075,"Martinez, Kaylee",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700223,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300075,"Martinez, Kaylee",5,A,David Brown,Jan-12 Winter Benchmark - Community Heroes,General,1,2,1,4,Developing,Submitted,Developing (3-4),700224,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300075,"Martinez, Kaylee",5,A,David Brown,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,1,4,Developing,Submitted,Developing (3-4),700225,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300076,"Flores, Aiden",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,1,2,1,4,Developing,Submitted,Developing (3-4),700226,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300076,"Flores, Aiden",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,2,0,2,4,Developing,Submitted,Developing (3-4),700227,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300076,"Flores, Aiden",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700228,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300077,"Kindell, Taliyah",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,,,,,Not Scored,Absent,Not Scored,700229,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300077,"Kindell, Taliyah",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700230,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300077,"Kindell, Taliyah",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700231,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300078,"Martinez, Nasir",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,Intervention,2,1,1,4,Developing,Submitted,Developing (3-4),700232,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300078,"Martinez, Nasir",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,Intervention,2,3,2,7,Advanced,Submitted,Advanced (7-8),700233,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300078,"Martinez, Nasir",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,3,3,2,8,Advanced,Submitted,Advanced (7-8),700234,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300079,"Stanley, Adrian",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,,,,,Not Scored,Absent,Not Scored,700235,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300079,"Stanley, Adrian",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,2,3,1,6,Proficient,Submitted,Proficient (5-6),700236,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300079,"Stanley, Adrian",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,0,3,Developing,Submitted,Developing (3-4),700237,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300080,"Kindell, Darius",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,1,0,0,1,Beginning,Submitted,Beginning (0-2),700238,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300080,"Kindell, Darius",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,1,1,1,3,Developing,Submitted,Developing (3-4),700239,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300080,"Kindell, Darius",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,1,4,Developing,Submitted,Developing (3-4),700240,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300081,"Stewart, Aiyla",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,2,1,1,4,Developing,Submitted,Developing (3-4),700241,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300081,"Stewart, Aiyla",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700242,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300081,"Stewart, Aiyla",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700243,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300082,"Burton, Carter",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,,,,,Not Scored,Absent,Not Scored,700244,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300082,"Burton, Carter",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,3,2,2,7,Advanced,Submitted,Advanced (7-8),700245,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300082,"Burton, Carter",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700246,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300083,"Lovett, Eli",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,Gifted,1,0,0,1,Beginning,Submitted,Beginning (0-2),700247,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300083,"Lovett, Eli",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,Gifted,2,2,1,5,Proficient,Submitted,Proficient (5-6),700248,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300083,"Lovett, Eli",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,1,2,1,4,Developing,Submitted,Developing (3-4),700249,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300084,"Rakestraw, Hayzel",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,IEP,1,2,0,3,Developing,Submitted,Developing (3-4),700250,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300084,"Rakestraw, Hayzel",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,IEP,2,1,0,3,Developing,Submitted,Developing (3-4),700251,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300084,"Rakestraw, Hayzel",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,1,1,0,2,Beginning,Submitted,Beginning (0-2),700252,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300085,"Morrison, Carter",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700253,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300085,"Morrison, Carter",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,1,1,1,3,Developing,Submitted,Developing (3-4),700254,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300085,"Morrison, Carter",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,1,2,6,Proficient,Submitted,Proficient (5-6),700255,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300086,"Pollock, Nasir",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700256,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300086,"Pollock, Nasir",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Not Submitted,Not Scored,700257,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300086,"Pollock, Nasir",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700258,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300087,"Willis, Amara",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700259,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300087,"Willis, Amara",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,IEP,2,1,1,4,Developing,Submitted,Developing (3-4),700260,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300087,"Willis, Amara",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,2,1,5,Proficient,Submitted,Proficient (5-6),700261,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300088,"Brennan, Riley",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,Intervention,0,0,0,0,Beginning,Submitted,Beginning (0-2),700262,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300088,"Brennan, Riley",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,Intervention,,,,,Not Scored,Absent,Not Scored,700263,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300088,"Brennan, Riley",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,Intervention,2,1,0,3,Developing,Submitted,Developing (3-4),700264,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300089,"Allen, Noah",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,IEP,1,1,2,4,Developing,Submitted,Developing (3-4),700265,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300089,"Allen, Noah",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,IEP,2,2,2,6,Proficient,Submitted,Proficient (5-6),700266,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300089,"Allen, Noah",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,3,2,1,6,Proficient,Submitted,Proficient (5-6),700267,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300090,"Coleman, Gabriel",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,504 Plan,0,1,1,2,Beginning,Submitted,Beginning (0-2),700268,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300090,"Coleman, Gabriel",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,504 Plan,1,0,0,1,Beginning,Submitted,Beginning (0-2),700269,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300090,"Coleman, Gabriel",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,504 Plan,0,1,1,2,Beginning,Submitted,Beginning (0-2),700270,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300091,"Flores, Leah",4,C,Emily Carter,Oct-4 Fall Baseline - My Favorite Place,General,0,1,0,1,Beginning,Submitted,Beginning (0-2),700271,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300091,"Flores, Leah",4,C,Emily Carter,Jan-12 Winter Benchmark - Community Heroes,General,0,1,0,1,Beginning,Submitted,Beginning (0-2),700272,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300091,"Flores, Leah",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700273,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300092,"Brennan, Iko",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700274,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300092,"Brennan, Iko",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,1,0,1,2,Beginning,Submitted,Beginning (0-2),700275,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300092,"Brennan, Iko",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700276,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300093,"Clark, Grant",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,,,,,Not Scored,Pending Review,Not Scored,700277,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300093,"Clark, Grant",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,2,1,2,5,Proficient,Submitted,Proficient (5-6),700278,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300093,"Clark, Grant",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700279,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300094,"Flores, Hayzel",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,IEP,0,0,1,1,Beginning,Submitted,Beginning (0-2),700280,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300094,"Flores, Hayzel",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,IEP,,,,,Not Scored,Pending Review,Not Scored,700281,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300094,"Flores, Hayzel",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,IEP,2,2,1,5,Proficient,Submitted,Proficient (5-6),700282,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300095,"Lyles, Olivia",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,General,2,1,1,4,Developing,Submitted,Developing (3-4),700283,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300095,"Lyles, Olivia",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,General,3,0,2,5,Proficient,Submitted,Proficient (5-6),700284,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300095,"Lyles, Olivia",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,3,1,5,Proficient,Submitted,Proficient (5-6),700285,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300096,"Nakamura, Anaya",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,0,1,0,1,Beginning,Submitted,Beginning (0-2),700286,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300096,"Nakamura, Anaya",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,0,1,0,1,Beginning,Submitted,Beginning (0-2),700287,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300096,"Nakamura, Anaya",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,1,1,3,Developing,Submitted,Developing (3-4),700288,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300097,"Gibson, Evan",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,2,0,2,4,Developing,Submitted,Developing (3-4),700289,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300097,"Gibson, Evan",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,1,1,1,3,Developing,Submitted,Developing (3-4),700290,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300097,"Gibson, Evan",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,2,5,Proficient,Submitted,Proficient (5-6),700291,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300098,"Wallace, Caleb",4,B,Bretiya Wallace,Oct-4 Fall Baseline - My Favorite Place,General,0,0,1,1,Beginning,Submitted,Beginning (0-2),700292,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300098,"Wallace, Caleb",4,B,Bretiya Wallace,Jan-12 Winter Benchmark - Community Heroes,General,1,1,0,2,Beginning,Submitted,Beginning (0-2),700293,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300098,"Wallace, Caleb",4,B,Bretiya Wallace,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,1,1,4,Developing,Submitted,Developing (3-4),700294,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300099,"Hayes, Amari",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,2,1,0,3,Developing,Submitted,Developing (3-4),700295,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300099,"Hayes, Amari",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,,,,,Not Scored,Pending Review,Not Scored,700296,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300099,"Hayes, Amari",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,2,1,6,Proficient,Submitted,Proficient (5-6),700297,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300100,"Mitchell, Leah",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700298,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300100,"Mitchell, Leah",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,2,2,2,6,Proficient,Submitted,Proficient (5-6),700299,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300100,"Mitchell, Leah",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700300,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300101,"Bland, Hailey",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,504 Plan,1,2,0,3,Developing,Submitted,Developing (3-4),700301,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300101,"Bland, Hailey",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,504 Plan,2,2,1,5,Proficient,Submitted,Proficient (5-6),700302,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300101,"Bland, Hailey",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,504 Plan,3,3,2,8,Advanced,Submitted,Advanced (7-8),700303,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300102,"Ellison, Ava",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,0,1,1,2,Beginning,Submitted,Beginning (0-2),700304,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300102,"Ellison, Ava",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,2,0,1,3,Developing,Submitted,Developing (3-4),700305,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300102,"Ellison, Ava",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,1,1,4,Developing,Submitted,Developing (3-4),700306,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300103,"King, Adanya",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,English Learner,1,2,1,4,Developing,Submitted,Developing (3-4),700307,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300103,"King, Adanya",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,English Learner,3,1,2,6,Proficient,Submitted,Proficient (5-6),700308,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300103,"King, Adanya",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,English Learner,2,1,2,5,Proficient,Submitted,Proficient (5-6),700309,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300104,"Little, Jonah",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,General,2,2,2,6,Proficient,Submitted,Proficient (5-6),700310,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300104,"Little, Jonah",5,A,David Brown,Jan-12 Winter Benchmark - Community Heroes,General,2,3,1,6,Proficient,Submitted,Proficient (5-6),700311,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300104,"Little, Jonah",5,A,David Brown,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,3,2,7,Advanced,Submitted,Advanced (7-8),700312,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300105,"Patel, Avery",4,A,Jasmine Ramey,Oct-4 Fall Baseline - My Favorite Place,General,0,2,1,3,Developing,Submitted,Developing (3-4),700313,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300105,"Patel, Avery",4,A,Jasmine Ramey,Jan-12 Winter Benchmark - Community Heroes,General,1,1,2,4,Developing,Submitted,Developing (3-4),700314,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300105,"Patel, Avery",4,A,Jasmine Ramey,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,1,1,4,Developing,Submitted,Developing (3-4),700315,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300106,"Barron, Darius",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,504 Plan,2,0,0,2,Beginning,Submitted,Beginning (0-2),700316,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300106,"Barron, Darius",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,504 Plan,1,0,1,2,Beginning,Submitted,Beginning (0-2),700317,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300106,"Barron, Darius",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,504 Plan,2,2,0,4,Developing,Submitted,Developing (3-4),700318,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300107,"Ellison, Mila",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700319,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300107,"Ellison, Mila",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700320,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300107,"Ellison, Mila",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700321,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300108,"Dupree, Elijah",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700322,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300108,"Dupree, Elijah",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,General,2,1,2,5,Proficient,Submitted,Proficient (5-6),700323,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300108,"Dupree, Elijah",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,General,3,3,2,8,Advanced,Submitted,Advanced (7-8),700324,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300109,"Jones, Avery",3,A,Dana Whitfield,Oct-4 Fall Baseline - My Favorite Place,General,1,2,0,3,Developing,Submitted,Developing (3-4),700325,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300109,"Jones, Avery",3,A,Dana Whitfield,Jan-12 Winter Benchmark - Community Heroes,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700326,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300109,"Jones, Avery",3,A,Dana Whitfield,Mar-9 GA Extended Writing Task - Athletic Ability,General,2,2,1,5,Proficient,Submitted,Proficient (5-6),700327,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300110,"Cofield, Adrian",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,General,1,1,1,3,Developing,Submitted,Developing (3-4),700328,Fall,Narrative,2025-10-04,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300110,"Cofield, Adrian",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,General,2,1,1,4,Developing,Submitted,Developing (3-4),700329,Winter,Informational,2026-01-12,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
300110,"Cofield, Adrian",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,General,1,2,1,4,Developing,Submitted,Developing (3-4),700330,Spring,Argumentative,2026-03-09,Beecher Hills Elementary,Atlanta Public Schools,2025-2026
