id,student_name,grade,section,teacher,assessment,student_group,domain,skill,rating,student_score_id
4174,"King, Braydon",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Insufficient,700348
4175,"King, Braydon",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Weak,700348
4176,"King, Braydon",4,C,Emily Carter,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Partial,700348
4177,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Purpose & Organization,Introduction,Strong,700349
4178,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Purpose & Organization,Progression,Sufficient,700349
4179,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Purpose & Organization,Conclusion,Strong,700349
4180,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Purpose & Organization,Transitions,Partial,700349
4181,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Evidence & Elaboration,Focus,Partial,700349
4182,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Evidence & Elaboration,Dev of Support,Sufficient,700349
4183,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Evidence & Elaboration,Word Choice,Partial,700349
4184,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Language Usage & Conventions,Capitalization,Weak,700349
4185,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Language Usage & Conventions,Punctuation,Sufficient,700349
4186,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Language Usage & Conventions,Spelling,Sufficient,700349
4187,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Language Usage & Conventions,Usage,Partial,700349
4188,"Lovett, Braydon",3,C,Marcus Lee,Oct-4 Fall Baseline - My Favorite Place,Gifted,Language Usage & Conventions,Sentence Formation,Sufficient,700349
4189,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Purpose & Organization,Introduction,Partial,700350
4190,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Purpose & Organization,Progression,Sufficient,700350
4191,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Purpose & Organization,Conclusion,Insufficient,700350
4192,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Purpose & Organization,Transitions,Strong,700350
4193,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Evidence & Elaboration,Focus,Strong,700350
4194,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Evidence & Elaboration,Dev of Support,Strong,700350
4195,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Evidence & Elaboration,Word Choice,Strong,700350
4196,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Language Usage & Conventions,Capitalization,Sufficient,700350
4197,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Language Usage & Conventions,Punctuation,Partial,700350
4198,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Language Usage & Conventions,Spelling,Sufficient,700350
4199,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Language Usage & Conventions,Usage,Strong,700350
4200,"Lovett, Braydon",3,C,Marcus Lee,Jan-12 Winter Benchmark - Community Heroes,Gifted,Language Usage & Conventions,Sentence Formation,Sufficient,700350
4201,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Purpose & Organization,Introduction,Strong,700351
4202,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Purpose & Organization,Progression,Sufficient,700351
4203,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Purpose & Organization,Conclusion,Partial,700351
4204,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Purpose & Organization,Transitions,Sufficient,700351
4205,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Evidence & Elaboration,Focus,Sufficient,700351
4206,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Evidence & Elaboration,Dev of Support,Strong,700351
4207,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Evidence & Elaboration,Word Choice,Strong,700351
4208,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Language Usage & Conventions,Capitalization,Weak,700351
4209,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Language Usage & Conventions,Punctuation,Strong,700351
4210,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Language Usage & Conventions,Spelling,Partial,700351
4211,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Language Usage & Conventions,Usage,Strong,700351
4212,"Lovett, Braydon",3,C,Marcus Lee,Mar-9 GA Extended Writing Task - Athletic Ability,Gifted,Language Usage & Conventions,Sentence Formation,Sufficient,700351
4213,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Weak,700352
4214,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Weak,700352
4215,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Insufficient,700352
4216,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Weak,700352
4217,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Insufficient,700352
4218,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Missing,700352
4219,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Weak,700352
4220,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Missing,700352
4221,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Insufficient,700352
4222,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Insufficient,700352
4223,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Partial,700352
4224,"Gilstrap, Aaron",5,D,Michael Scott,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Partial,700352
4225,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Strong,700353
4226,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Strong,700353
4227,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Partial,700353
4228,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Strong,700353
4229,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Partial,700353
4230,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Sufficient,700353
4231,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Sufficient,700353
4232,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Weak,700353
4233,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Insufficient,700353
4234,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Insufficient,700353
4235,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Partial,700353
4236,"Gilstrap, Aaron",5,D,Michael Scott,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Sufficient,700353
4237,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Strong,700354
4238,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Weak,700354
4239,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Strong,700354
4240,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Weak,700354
4241,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Partial,700354
4242,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Strong,700354
4243,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Partial,700354
4244,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Insufficient,700354
4245,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Insufficient,700354
4246,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Strong,700354
4247,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Partial,700354
4248,"Gilstrap, Aaron",5,D,Michael Scott,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Partial,700354
4249,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Insufficient,700355
4250,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Weak,700355
4251,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Insufficient,700355
4252,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Sufficient,700355
4253,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Sufficient,700355
4254,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Partial,700355
4255,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Strong,700355
4256,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Insufficient,700355
4257,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Weak,700355
4258,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Weak,700355
4259,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Partial,700355
4260,"Boateng, Drew",5,B,Lisa Martinez,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Sufficient,700355
4261,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Sufficient,700356
4262,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Missing,700356
4263,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Partial,700356
4264,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Strong,700356
4265,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Sufficient,700356
4266,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Partial,700356
4267,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Strong,700356
4268,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Sufficient,700356
4269,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Strong,700356
4270,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Partial,700356
4271,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Sufficient,700356
4272,"Boateng, Drew",5,B,Lisa Martinez,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Sufficient,700356
4273,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Weak,700357
4274,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Partial,700357
4275,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Sufficient,700357
4276,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Strong,700357
4277,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Strong,700357
4278,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Sufficient,700357
4279,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Strong,700357
4280,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Partial,700357
4281,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Sufficient,700357
4282,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Sufficient,700357
4283,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Weak,700357
4284,"Boateng, Drew",5,B,Lisa Martinez,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Sufficient,700357
4285,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Sufficient,700358
4286,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Partial,700358
4287,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Weak,700358
4288,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Sufficient,700358
4289,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Sufficient,700358
4290,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Insufficient,700358
4291,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Strong,700358
4292,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Weak,700358
4293,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Partial,700358
4294,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Partial,700358
4295,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Sufficient,700358
4296,"Ortiz, Cruz",5,C,Jennifer Thomas,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Strong,700358
4297,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Weak,700359
4298,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Weak,700359
4299,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Missing,700359
4300,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Sufficient,700359
4301,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Partial,700359
4302,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Sufficient,700359
4303,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Weak,700359
4304,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Missing,700359
4305,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Weak,700359
4306,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Missing,700359
4307,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Partial,700359
4308,"Ortiz, Cruz",5,C,Jennifer Thomas,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Insufficient,700359
4309,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Sufficient,700360
4310,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Partial,700360
4311,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Partial,700360
4312,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Sufficient,700360
4313,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Partial,700360
4314,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Strong,700360
4315,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Strong,700360
4316,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Strong,700360
4317,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Strong,700360
4318,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Sufficient,700360
4319,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Strong,700360
4320,"Ortiz, Cruz",5,C,Jennifer Thomas,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Sufficient,700360
4321,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Introduction,Insufficient,700361
4322,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Progression,Partial,700361
4323,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Conclusion,Partial,700361
4324,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Purpose & Organization,Transitions,Weak,700361
4325,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Focus,Weak,700361
4326,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Dev of Support,Weak,700361
4327,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Evidence & Elaboration,Word Choice,Weak,700361
4328,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Capitalization,Missing,700361
4329,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Punctuation,Missing,700361
4330,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Spelling,Missing,700361
4331,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Usage,Insufficient,700361
4332,"Shah, Camila",3,B,Priya Shah,Oct-4 Fall Baseline - My Favorite Place,General,Language Usage & Conventions,Sentence Formation,Missing,700361
4333,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Introduction,Sufficient,700362
4334,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Progression,Weak,700362
4335,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Conclusion,Weak,700362
4336,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Purpose & Organization,Transitions,Sufficient,700362
4337,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Focus,Sufficient,700362
4338,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Dev of Support,Partial,700362
4339,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Evidence & Elaboration,Word Choice,Weak,700362
4340,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Capitalization,Weak,700362
4341,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Punctuation,Sufficient,700362
4342,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Spelling,Sufficient,700362
4343,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Usage,Partial,700362
4344,"Shah, Camila",3,B,Priya Shah,Jan-12 Winter Benchmark - Community Heroes,General,Language Usage & Conventions,Sentence Formation,Weak,700362
4345,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Introduction,Strong,700363
4346,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Progression,Strong,700363
4347,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Conclusion,Strong,700363
4348,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Purpose & Organization,Transitions,Sufficient,700363
4349,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Focus,Partial,700363
4350,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Dev of Support,Sufficient,700363
4351,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Evidence & Elaboration,Word Choice,Partial,700363
4352,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Capitalization,Insufficient,700363
4353,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Punctuation,Insufficient,700363
4354,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Spelling,Partial,700363
4355,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Usage,Sufficient,700363
4356,"Shah, Camila",3,B,Priya Shah,Mar-9 GA Extended Writing Task - Athletic Ability,General,Language Usage & Conventions,Sentence Formation,Weak,700363
4357,"King, Dana",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,Intervention,Purpose & Organization,Introduction,Weak,700364
4358,"King, Dana",5,A,David Brown,Oct-4 Fall Baseline - My Favorite Place,Intervention,Purpose & Organization,Progression,Missing,700364
